,created_at,id,text
91,2022-07-07T23:19:39.000Z,1545185808470065152,@OmarAlghabra @WestJet Resign
92,2022-07-07T23:19:34.000Z,1545185788467585025,@m_sleblanc @WestJet @Allegiant Never used them.
93,2022-07-07T23:19:19.000Z,1545185723124305926,"@OmarAlghabra @WestJet Team Clown Car!

Aladdin’s 🇨🇦  Banana Republic  🇨🇦
 
#BlackFaceHitler 🇨🇳🧦🌴🍾🤡🎈

Massive Corruption ✔️
Daily Lying ✔️
Non-Answers ✔️
Paid Media ✔️
Authoritarianism ✔️
Never Ending Cover-Ups ✔️
Insane Spending &amp; Waste ✔️
Censorship ✔️
Global Irrelevance ✔️ https://t.co/8110d5WJoz"
94,2022-07-07T23:18:57.000Z,1545185633278103552,"@OmarAlghabra @WestJet Ideally Omar should wrap a complete role of stretch wrap around his head, we all want him safe! I am sure that would solve the travel problem also))"
95,2022-07-07T23:18:45.000Z,1545185583575834625,@Reef77227737 @OmarAlghabra @WestJet He needs this https://t.co/wq02w3RtWd
96,2022-07-07T23:18:44.000Z,1545185579012431875,@wdiazberthiaume @RebelNewsOnline Wtf now politicians promote propaganda from a private company? Do better @WestJet wearing a mask ?? Really?
97,2022-07-07T23:18:44.000Z,1545185575589670913,"@OmarAlghabra @WestJet When you go to prison, you can eat all the crickets you want with your buddies."
98,2022-07-07T23:18:16.000Z,1545185461810765824,"While waiting on hold for two solid hours for WestJet baggage department, I was able to pay my contractors and get a bunch of other billing tasks out of the way. 

THANKS @WestJet"
99,2022-07-07T23:17:58.000Z,1545185383440216064,@toblerusse @OmarAlghabra @WestJet And wasn't wearing one in the video meeting with others indoors! Dude needs new handlers! 🤣🤣🤣
100,2022-07-07T23:17:35.000Z,1545185287684476928,"@OmarAlghabra @WestJet Take off the face diaper, idiot."
101,2022-07-07T23:17:22.000Z,1545185231736410112,"@bcmaguire @OmarAlghabra @WestJet They didn't drop the mandates, they only suspended certain ones &amp; arrive Can remains the #1 issue, please pay attention!"
102,2022-07-07T23:16:23.000Z,1545184985581101056,"@OmarAlghabra @WestJet So you don't wear a mask in an indoor meeting with several other unmasked people, but you wear one when you're taking  a video alone in an empty airplane?? Man Omar, you better hire yourself some new handlers because the one's you're currently employing are incredibly f'n stupid!"
103,2022-07-07T23:16:00.000Z,1545184891108728832,"@OmarAlghabra @WestJet Wow so many likes, NOT.

You are slightly less popular than a week of severe diarrhoea"
104,2022-07-07T23:16:00.000Z,1545184889351569408,@OmarAlghabra @WestJet The unacceptable delays are a direct cause of your bureaucracy.
105,2022-07-07T23:15:40.000Z,1545184807751102464,@OmarAlghabra @WestJet Get out of our lives you craven little weasel.
106,2022-07-07T23:15:17.000Z,1545184709600477185,@OmarAlghabra @WestJet Comrade Omar you are as useless as your master please resign
107,2022-07-07T23:14:36.000Z,1545184535414841344,@OmarAlghabra @WestJet You were better off to not do a video and stay silent like all the other Liberal/NDP cowards who ignore the citizens. Some good examples are @JonCarsonNDP @DesjarlaisBlake
108,2022-07-07T23:14:26.000Z,1545184493904232448,@OmarAlghabra @WestJet Resign please.
109,2022-07-07T23:13:54.000Z,1545184363205103616,"RT @yveslortie3: @jlilleyman @OmarAlghabra @WestJet @AHoensbroech Good question !
Mine is 21 days. It's all in the all in Pearson and @yula…"
